,Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Imputed,Married_Imputed,Dependents_Imputed,Education_Imputed,Self_Employed_Imputed,Property_Area_Imputed
306,LP001993,3762,1666.0,135.0,360.0,1.0,Y,0,0,0,0,0,0
307,LP001994,2400,1863.0,104.0,360.0,0.0,N,0,0,0,0,0,2
308,LP001996,20233,0.0,480.0,360.0,1.0,N,1,0,0,0,0,0
309,LP001998,7667,0.0,185.0,360.0,0.8421985815602837,Y,1,1,2,1,0,0
310,LP002002,2917,0.0,84.0,360.0,1.0,Y,0,0,0,0,0,1
311,LP002004,2927,2405.0,111.0,360.0,1.0,Y,1,0,0,1,0,1
312,LP002006,2507,0.0,56.0,360.0,1.0,Y,0,0,0,0,0,0
313,LP002008,5746,0.0,144.0,84.0,0.8421985815602837,Y,1,1,2,0,1,0
314,LP002024,2473,1843.0,159.0,360.0,1.0,N,1,1,0,0,0,0
315,LP002031,3399,1640.0,111.0,180.0,1.0,Y,1,1,1,1,0,2
316,LP002035,3717,0.0,120.0,360.0,1.0,Y,1,1,2,0,0,1
317,LP002036,2058,2134.0,88.0,360.0,0.8421985815602837,Y,1,1,0,0,0,2
318,LP002043,3541,0.0,112.0,360.0,0.8421985815602837,Y,0,0,1,0,0,1
319,LP002050,10000,0.0,155.0,360.0,1.0,N,1,1,1,0,1,0
320,LP002051,2400,2167.0,115.0,360.0,1.0,Y,1,1,0,0,0,1
321,LP002053,4342,189.0,124.0,360.0,1.0,Y,1,1,3,0,0,1
322,LP002054,3601,1590.0,146.41216216216216,360.0,1.0,Y,1,1,2,1,0,0
323,LP002055,3166,2985.0,132.0,360.0,0.8421985815602837,Y,0,0,0,0,0,0
324,LP002065,15000,0.0,300.0,360.0,1.0,Y,1,1,3,0,0,0
325,LP002067,8666,4983.0,376.0,360.0,0.0,N,1,1,1,0,1,0
326,LP002068,4917,0.0,130.0,360.0,0.0,Y,1,0,0,0,0,0
327,LP002082,5818,2160.0,184.0,360.0,1.0,Y,1,1,0,0,1,1
328,LP002086,4333,2451.0,110.0,360.0,1.0,N,0,1,0,0,0,2
329,LP002087,2500,0.0,67.0,360.0,1.0,Y,0,0,0,0,0,2
330,LP002097,4384,1793.0,117.0,360.0,1.0,Y,1,0,1,0,0,2
331,LP002098,2935,0.0,98.0,360.0,1.0,Y,1,0,0,0,0,1
332,LP002100,2833,0.0,71.0,360.0,1.0,Y,1,0,0,0,0,2
333,LP002101,63337,0.0,490.0,180.0,1.0,Y,1,1,0,0,0,2
334,LP002103,9833,1833.0,182.0,180.0,1.0,Y,1,1,1,0,1,2
335,LP002106,5503,4490.0,70.0,342.0,1.0,Y,1,1,0,0,1,1
336,LP002110,5250,688.0,160.0,360.0,1.0,Y,1,1,1,0,0,0
337,LP002112,2500,4600.0,176.0,360.0,1.0,Y,1,1,2,0,1,0
338,LP002113,1830,0.0,146.41216216216216,360.0,0.0,N,0,0,3,1,0,2
339,LP002114,4160,0.0,71.0,360.0,1.0,Y,0,0,0,0,0,1
340,LP002115,2647,1587.0,173.0,360.0,1.0,N,1,1,3,1,0,0
341,LP002116,2378,0.0,46.0,360.0,1.0,N,0,0,0,0,0,0
342,LP002119,4554,1229.0,158.0,360.0,1.0,Y,1,1,1,1,0,2
343,LP002126,3173,0.0,74.0,360.0,1.0,Y,1,1,3,1,0,1
344,LP002128,2583,2330.0,125.0,360.0,1.0,Y,1,1,2,0,0,0
345,LP002129,2499,2458.0,160.0,360.0,1.0,Y,1,1,0,0,0,1
346,LP002130,3523,3230.0,152.0,360.0,0.0,N,1,1,0,1,0,0
347,LP002131,3083,2168.0,126.0,360.0,1.0,Y,1,1,2,1,0,2
348,LP002137,6333,4583.0,259.0,360.0,0.8421985815602837,Y,1,1,0,0,0,1
349,LP002138,2625,6250.0,187.0,360.0,1.0,Y,1,1,0,0,0,0
350,LP002139,9083,0.0,228.0,360.0,1.0,Y,1,1,0,0,0,1
351,LP002140,8750,4167.0,308.0,360.0,1.0,N,1,0,0,0,0,0
352,LP002141,2666,2083.0,95.0,360.0,1.0,Y,1,1,3,0,0,0
353,LP002142,5500,0.0,105.0,360.0,0.0,N,0,1,0,0,1,0
354,LP002143,2423,505.0,130.0,360.0,1.0,Y,0,1,0,0,0,1
355,LP002144,3813,0.0,116.0,180.0,1.0,Y,0,0,0,0,0,2
356,LP002149,8333,3167.0,165.0,360.0,1.0,Y,1,1,2,0,0,0
357,LP002151,3875,0.0,67.0,360.0,1.0,N,1,1,1,0,0,2
358,LP002158,3000,1666.0,100.0,480.0,0.0,N,1,1,0,1,0,2
359,LP002160,5167,3167.0,200.0,360.0,1.0,Y,1,1,3,0,0,1
360,LP002161,4723,0.0,81.0,360.0,1.0,N,0,0,1,0,0,1
361,LP002170,5000,3667.0,236.0,360.0,1.0,Y,1,1,2,0,0,1
362,LP002175,4750,2333.0,130.0,360.0,1.0,Y,1,1,0,0,0,2
363,LP002178,3013,3033.0,95.0,300.0,0.8421985815602837,Y,1,1,0,0,0,2
364,LP002180,6822,0.0,141.0,360.0,1.0,Y,1,0,0,0,1,0
365,LP002181,6216,0.0,133.0,360.0,1.0,N,1,0,0,1,0,0
366,LP002187,2500,0.0,96.0,480.0,1.0,N,1,0,0,0,0,1
367,LP002188,5124,0.0,124.0,342.0,0.0,N,1,0,0,0,0,0
368,LP002190,6325,0.0,175.0,360.0,1.0,Y,1,1,1,0,0,1
369,LP002191,19730,5266.0,570.0,360.0,1.0,N,1,1,0,0,0,0
370,LP002194,15759,0.0,55.0,360.0,1.0,Y,0,0,0,0,1,1
371,LP002197,5185,0.0,155.0,360.0,1.0,Y,1,1,2,0,0,1
372,LP002201,9323,7873.0,380.0,300.0,1.0,Y,1,1,2,0,1,0
373,LP002205,3062,1987.0,111.0,180.0,0.0,N,1,0,1,0,0,2
374,LP002209,2764,1459.0,110.0,360.0,1.0,Y,0,0,0,0,0,2
375,LP002211,4817,923.0,120.0,180.0,1.0,Y,1,1,0,0,0,2
376,LP002219,8750,4996.0,130.0,360.0,1.0,Y,1,1,3,0,0,0
377,LP002223,4310,0.0,130.0,360.0,0.8421985815602837,Y,1,1,0,0,0,1
378,LP002224,3069,0.0,71.0,480.0,1.0,N,1,0,0,0,0,2
379,LP002225,5391,0.0,130.0,360.0,1.0,Y,1,1,2,0,0,2
380,LP002226,3333,2500.0,128.0,360.0,1.0,Y,1,1,0,0,0,1
381,LP002229,5941,4232.0,296.0,360.0,1.0,Y,1,0,0,0,0,1
382,LP002231,6000,0.0,156.0,360.0,1.0,Y,0,0,0,0,0,2
383,LP002234,7167,0.0,128.0,360.0,1.0,Y,1,0,0,0,1,2
384,LP002236,4566,0.0,100.0,360.0,1.0,N,1,1,2,0,0,2
385,LP002237,3667,0.0,113.0,180.0,1.0,Y,1,0,1,0,0,2
386,LP002239,2346,1600.0,132.0,360.0,1.0,Y,1,0,0,1,0,1
387,LP002243,3010,3136.0,146.41216216216216,360.0,0.0,N,1,1,0,1,0,2
388,LP002244,2333,2417.0,136.0,360.0,1.0,Y,1,1,0,0,0,2
389,LP002250,5488,0.0,125.0,360.0,1.0,Y,1,1,0,0,0,0
390,LP002255,9167,0.0,185.0,360.0,1.0,Y,1,0,3,0,0,0
391,LP002262,9504,0.0,275.0,360.0,1.0,Y,1,1,3,0,0,0
392,LP002263,2583,2115.0,120.0,360.0,0.8421985815602837,Y,1,1,0,0,0,2
393,LP002265,1993,1625.0,113.0,180.0,1.0,Y,1,1,2,1,0,1
394,LP002266,3100,1400.0,113.0,360.0,1.0,Y,1,1,2,0,0,2
395,LP002272,3276,484.0,135.0,360.0,0.8421985815602837,Y,1,1,2,0,0,1
396,LP002277,3180,0.0,71.0,360.0,0.0,N,0,0,0,0,0,2
397,LP002281,3033,1459.0,95.0,360.0,1.0,Y,1,1,0,0,0,2
398,LP002284,3902,1666.0,109.0,360.0,1.0,Y,1,0,0,1,0,0
399,LP002287,1500,1800.0,103.0,360.0,0.0,N,0,0,0,0,0,1
400,LP002288,2889,0.0,45.0,180.0,0.0,N,1,1,2,1,0,2
401,LP002296,2755,0.0,65.0,300.0,1.0,N,1,0,0,1,0,0
402,LP002297,2500,20000.0,103.0,360.0,1.0,Y,1,0,0,0,0,1
403,LP002300,1963,0.0,53.0,360.0,1.0,Y,0,0,0,1,0,1
404,LP002301,7441,0.0,194.0,360.0,1.0,N,0,0,0,0,1,0
405,LP002305,4547,0.0,115.0,360.0,1.0,Y,0,0,0,0,0,1
406,LP002308,2167,2400.0,115.0,360.0,1.0,Y,1,1,0,1,0,2
407,LP002314,2213,0.0,66.0,360.0,1.0,Y,0,0,0,1,0,0
408,LP002315,8300,0.0,152.0,300.0,0.0,N,1,1,1,0,0,1
409,LP002317,81000,0.0,360.0,360.0,0.0,N,1,1,3,0,0,0
410,LP002318,3867,0.0,62.0,360.0,1.0,N,0,0,1,1,1,1
411,LP002319,6256,0.0,160.0,360.0,0.8421985815602837,Y,1,1,0,0,0,2
412,LP002328,6096,0.0,218.0,360.0,0.0,N,1,1,0,1,0,0
413,LP002332,2253,2033.0,110.0,360.0,1.0,Y,1,1,0,1,0,0
414,LP002335,2149,3237.0,178.0,360.0,0.0,N,0,1,0,1,0,1
415,LP002337,2995,0.0,60.0,360.0,1.0,Y,0,0,0,0,0,2
416,LP002341,2600,0.0,160.0,360.0,1.0,N,0,0,1,0,0,2
417,LP002342,1600,20000.0,239.0,360.0,1.0,N,1,1,2,0,1,2
418,LP002345,1025,2773.0,112.0,360.0,1.0,Y,1,1,0,0,0,0
419,LP002347,3246,1417.0,138.0,360.0,1.0,Y,1,1,0,0,0,1
420,LP002348,5829,0.0,138.0,360.0,1.0,Y,1,1,0,0,0,0
421,LP002357,2720,0.0,80.0,342.0,0.0,N,0,0,0,1,0,2
422,LP002361,1820,1719.0,100.0,360.0,1.0,Y,1,1,0,0,0,2
423,LP002362,7250,1667.0,110.0,342.0,0.0,N,1,1,1,0,0,2
424,LP002364,14880,0.0,96.0,360.0,1.0,Y,1,1,0,0,0,1
425,LP002366,2666,4300.0,121.0,360.0,1.0,Y,1,1,0,0,0,0
426,LP002367,4606,0.0,81.0,360.0,1.0,N,0,0,1,1,0,0
427,LP002368,5935,0.0,133.0,360.0,1.0,Y,1,1,2,0,0,1
428,LP002369,2920,16.12000084,87.0,360.0,1.0,Y,1,1,0,0,0,0
429,LP002370,2717,0.0,60.0,180.0,1.0,Y,1,0,0,1,0,2
430,LP002377,8624,0.0,150.0,360.0,1.0,Y,0,0,1,0,1,1
431,LP002379,6500,0.0,105.0,360.0,0.0,N,1,0,0,0,0,0
432,LP002386,12876,0.0,405.0,360.0,1.0,Y,1,0,0,0,0,1
433,LP002387,2425,2340.0,143.0,360.0,1.0,Y,1,1,0,0,0,1
434,LP002390,3750,0.0,100.0,360.0,1.0,Y,1,0,0,0,0,2
435,LP002393,10047,0.0,146.41216216216216,240.0,1.0,Y,0,1,0,0,0,1
436,LP002398,1926,1851.0,50.0,360.0,1.0,Y,1,0,0,0,0,1
437,LP002401,2213,1125.0,146.41216216216216,360.0,1.0,Y,1,1,0,0,0,2
438,LP002403,10416,0.0,187.0,360.0,0.0,N,1,0,0,0,1,2
439,LP002407,7142,0.0,138.0,360.0,1.0,Y,0,1,0,1,1,0
440,LP002408,3660,5064.0,187.0,360.0,1.0,Y,1,0,0,0,0,1
441,LP002409,7901,1833.0,180.0,360.0,1.0,Y,1,1,0,0,0,0
442,LP002418,4707,1993.0,148.0,360.0,1.0,Y,1,0,3,1,0,1
443,LP002422,37719,0.0,152.0,360.0,1.0,Y,1,0,1,0,0,1
444,LP002424,7333,8333.0,175.0,300.0,0.8421985815602837,Y,1,1,0,0,0,0
445,LP002429,3466,1210.0,130.0,360.0,1.0,Y,1,1,1,0,1,0
446,LP002434,4652,0.0,110.0,360.0,1.0,Y,1,1,2,1,0,0
447,LP002435,3539,1376.0,55.0,360.0,1.0,N,1,1,0,0,0,0
448,LP002443,3340,1710.0,150.0,360.0,0.0,N,1,1,2,0,0,0
449,LP002444,2769,1542.0,190.0,360.0,0.8421985815602837,N,1,0,1,1,1,1
450,LP002446,2309,1255.0,125.0,360.0,0.0,N,1,1,2,1,0,0
451,LP002447,1958,1456.0,60.0,300.0,0.8421985815602837,Y,1,1,2,1,0,2
452,LP002448,3948,1733.0,149.0,360.0,0.0,N,1,1,0,0,0,0
453,LP002449,2483,2466.0,90.0,180.0,0.0,Y,1,1,0,0,0,0
454,LP002453,7085,0.0,84.0,360.0,1.0,Y,1,0,0,0,1,1
455,LP002455,3859,0.0,96.0,360.0,1.0,Y,1,1,2,0,0,1
456,LP002459,4301,0.0,118.0,360.0,1.0,Y,1,1,0,0,0,2
457,LP002467,3708,2569.0,173.0,360.0,1.0,N,1,1,0,0,0,2
458,LP002472,4354,0.0,136.0,360.0,1.0,Y,1,0,2,0,0,0
459,LP002473,8334,0.0,160.0,360.0,1.0,N,1,1,0,0,0,1
460,LP002478,2083,4083.0,160.0,360.0,0.8421985815602837,Y,1,1,0,0,1,1
461,LP002484,7740,0.0,128.0,180.0,1.0,Y,1,1,3,0,0,2
462,LP002487,3015,2188.0,153.0,360.0,1.0,Y,1,1,0,0,0,0
463,LP002489,5191,0.0,132.0,360.0,1.0,Y,0,0,1,1,0,1
464,LP002493,4166,0.0,98.0,360.0,0.0,N,1,0,0,0,0,1
465,LP002494,6000,0.0,140.0,360.0,1.0,Y,1,0,0,0,0,0
466,LP002500,2947,1664.0,70.0,180.0,0.0,N,1,1,3,1,0,2
467,LP002501,16692,0.0,110.0,360.0,1.0,Y,1,1,0,0,0,1
468,LP002502,210,2917.0,98.0,360.0,1.0,Y,0,1,2,1,0,1
469,LP002505,4333,2451.0,110.0,360.0,1.0,N,1,1,0,0,0,2
470,LP002515,3450,2079.0,162.0,360.0,1.0,Y,1,1,1,0,1,1
471,LP002517,2653,1500.0,113.0,180.0,0.0,N,1,1,1,1,0,0
472,LP002519,4691,0.0,100.0,360.0,1.0,Y,1,1,3,0,0,1
473,LP002522,2500,0.0,93.0,360.0,0.8421985815602837,Y,0,0,0,0,1,2
474,LP002524,5532,4648.0,162.0,360.0,1.0,Y,1,0,2,0,0,0
475,LP002527,16525,1014.0,150.0,360.0,1.0,Y,1,1,2,0,1,0
476,LP002529,6700,1750.0,230.0,300.0,1.0,Y,1,1,2,0,0,1
477,LP002530,2873,1872.0,132.0,360.0,0.0,N,1,1,2,0,0,1
478,LP002531,16667,2250.0,86.0,360.0,1.0,Y,1,1,1,0,1,1
479,LP002533,2947,1603.0,146.41216216216216,360.0,1.0,N,1,1,2,0,0,2
480,LP002534,4350,0.0,154.0,360.0,1.0,Y,0,0,0,1,0,0
481,LP002536,3095,0.0,113.0,360.0,1.0,Y,1,1,3,1,0,0
482,LP002537,2083,3150.0,128.0,360.0,1.0,Y,1,1,0,0,0,1
483,LP002541,10833,0.0,234.0,360.0,1.0,Y,1,1,0,0,0,1
484,LP002543,8333,0.0,246.0,360.0,1.0,Y,1,1,2,0,0,1
485,LP002544,1958,2436.0,131.0,360.0,1.0,Y,1,1,1,1,0,0
486,LP002545,3547,0.0,80.0,360.0,0.0,N,1,0,2,0,0,0
487,LP002547,18333,0.0,500.0,360.0,1.0,N,1,1,1,0,0,2
488,LP002555,4583,2083.0,160.0,360.0,1.0,Y,1,1,2,0,1,1
489,LP002556,2435,0.0,75.0,360.0,1.0,N,1,0,0,0,0,2
490,LP002560,2699,2785.0,96.0,360.0,0.8421985815602837,Y,1,0,0,1,0,1
491,LP002562,5333,1131.0,186.0,360.0,0.8421985815602837,Y,1,1,1,1,0,2
492,LP002571,3691,0.0,110.0,360.0,1.0,Y,1,0,0,1,0,0
493,LP002582,17263,0.0,225.0,360.0,1.0,Y,0,0,0,1,1,1
494,LP002585,3597,2157.0,119.0,360.0,0.0,N,1,1,0,0,0,0
495,LP002586,3326,913.0,105.0,84.0,1.0,Y,0,1,1,0,0,1
496,LP002587,2600,1700.0,107.0,360.0,1.0,Y,1,1,0,1,0,0
497,LP002588,4625,2857.0,111.0,12.0,0.8421985815602837,Y,1,1,0,0,0,2
498,LP002600,2895,0.0,95.0,360.0,1.0,Y,1,1,1,0,1,1
499,LP002602,6283,4416.0,209.0,360.0,0.0,N,1,0,0,0,0,0
500,LP002603,645,3683.0,113.0,480.0,1.0,Y,0,0,0,0,0,0
501,LP002606,3159,0.0,100.0,360.0,1.0,Y,0,0,0,0,0,1
502,LP002615,4865,5624.0,208.0,360.0,1.0,Y,1,1,2,0,0,1
503,LP002618,4050,5302.0,138.0,360.0,0.8421985815602837,N,1,1,1,1,0,0
504,LP002619,3814,1483.0,124.0,300.0,1.0,Y,1,1,0,1,0,1
505,LP002622,3510,4416.0,243.0,360.0,1.0,Y,1,1,2,0,0,0
506,LP002624,20833,6667.0,480.0,360.0,0.8421985815602837,Y,1,1,0,0,0,2
507,LP002625,3583,0.0,96.0,360.0,1.0,N,1,0,0,0,0,2
508,LP002626,2479,3013.0,188.0,360.0,1.0,Y,1,1,0,0,1,2
509,LP002634,13262,0.0,40.0,360.0,1.0,Y,0,0,1,0,0,2
510,LP002637,3598,1287.0,100.0,360.0,1.0,N,1,0,0,1,0,0
511,LP002640,6065,2004.0,250.0,360.0,1.0,Y,1,1,1,0,0,1
512,LP002643,3283,2035.0,148.0,360.0,1.0,Y,1,1,2,0,0,2
513,LP002648,2130,6666.0,70.0,180.0,1.0,N,1,1,0,0,0,1
514,LP002652,5815,3666.0,311.0,360.0,1.0,N,1,0,0,0,0,0
515,LP002659,3466,3428.0,150.0,360.0,1.0,Y,1,1,3,0,0,0
516,LP002670,2031,1632.0,113.0,480.0,1.0,Y,0,1,2,0,0,1
517,LP002682,3074,1800.0,123.0,360.0,0.0,N,1,1,0,1,0,1
518,LP002683,4683,1915.0,185.0,360.0,1.0,N,1,0,0,0,0,1
519,LP002684,3400,0.0,95.0,360.0,1.0,N,0,0,0,1,0,0
520,LP002689,2192,1742.0,45.0,360.0,1.0,Y,1,1,2,1,0,1
521,LP002690,2500,0.0,55.0,360.0,1.0,Y,1,0,0,0,0,1
522,LP002692,5677,1424.0,100.0,360.0,1.0,Y,1,1,3,0,1,0
523,LP002693,7948,7166.0,480.0,360.0,1.0,Y,1,1,2,0,1,0
524,LP002697,4680,2087.0,146.41216216216216,360.0,1.0,N,1,0,0,0,0,1
525,LP002699,17500,0.0,400.0,360.0,1.0,Y,1,1,2,0,1,0
526,LP002705,3775,0.0,110.0,360.0,1.0,Y,1,1,0,0,0,1
527,LP002706,5285,1430.0,161.0,360.0,0.0,Y,1,1,1,1,0,1
528,LP002714,2679,1302.0,94.0,360.0,1.0,Y,1,0,1,1,0,1
529,LP002716,6783,0.0,130.0,360.0,1.0,Y,1,0,0,1,0,1
530,LP002717,1025,5500.0,216.0,360.0,0.8421985815602837,Y,1,1,0,0,0,0
531,LP002720,4281,0.0,100.0,360.0,1.0,Y,1,1,3,0,0,2
532,LP002723,3588,0.0,110.0,360.0,0.0,N,1,0,2,0,0,0
533,LP002729,11250,0.0,196.0,360.0,0.8421985815602837,N,1,0,1,0,0,1
534,LP002731,18165,0.0,125.0,360.0,1.0,Y,0,0,0,1,1,2
535,LP002732,2550,2042.0,126.0,360.0,1.0,Y,1,0,0,1,0,0
536,LP002734,6133,3906.0,324.0,360.0,1.0,Y,1,1,0,0,0,2
537,LP002738,3617,0.0,107.0,360.0,1.0,Y,1,0,2,0,0,1
538,LP002739,2917,536.0,66.0,360.0,1.0,N,1,1,0,1,0,0
539,LP002740,6417,0.0,157.0,180.0,1.0,Y,1,1,3,0,0,0
540,LP002741,4608,2845.0,140.0,180.0,1.0,Y,0,1,1,0,0,1
541,LP002743,2138,0.0,99.0,360.0,0.0,N,0,0,0,0,0,1
542,LP002753,3652,0.0,95.0,360.0,1.0,Y,0,0,1,0,0,1
543,LP002755,2239,2524.0,128.0,360.0,1.0,Y,1,1,1,1,0,2
544,LP002757,3017,663.0,102.0,360.0,0.8421985815602837,Y,0,1,0,1,0,1
545,LP002767,2768,1950.0,155.0,360.0,1.0,Y,1,1,0,0,0,0
546,LP002768,3358,0.0,80.0,36.0,1.0,N,1,0,0,1,0,1
547,LP002772,2526,1783.0,145.0,360.0,1.0,Y,1,0,0,0,0,0
548,LP002776,5000,0.0,103.0,360.0,0.0,N,0,0,0,0,0,1
549,LP002777,2785,2016.0,110.0,360.0,1.0,Y,1,1,0,0,0,0
550,LP002778,6633,0.0,146.41216216216216,360.0,0.0,N,1,1,2,0,1,0
551,LP002784,2492,2375.0,146.41216216216216,360.0,1.0,Y,1,1,1,1,0,0
552,LP002785,3333,3250.0,158.0,360.0,1.0,Y,1,1,1,0,0,2
553,LP002788,2454,2333.0,181.0,360.0,0.0,N,1,1,0,1,0,2
554,LP002789,3593,4266.0,132.0,180.0,0.0,N,1,1,0,0,0,0
555,LP002792,5468,1032.0,26.0,360.0,1.0,Y,1,1,1,0,0,1
556,LP002794,2667,1625.0,84.0,360.0,0.8421985815602837,Y,0,0,0,0,0,2
557,LP002795,10139,0.0,260.0,360.0,1.0,Y,1,1,3,0,1,1
558,LP002798,3887,2669.0,162.0,360.0,1.0,Y,1,1,0,0,0,1
559,LP002804,4180,2306.0,182.0,360.0,1.0,Y,0,1,0,0,0,1
560,LP002807,3675,242.0,108.0,360.0,1.0,Y,1,1,2,1,0,1
561,LP002813,19484,0.0,600.0,360.0,1.0,Y,0,1,1,0,1,1
562,LP002820,5923,2054.0,211.0,360.0,1.0,Y,1,1,0,0,0,0
563,LP002821,5800,0.0,132.0,360.0,1.0,Y,1,0,0,1,1,1
564,LP002832,8799,0.0,258.0,360.0,0.0,N,1,1,2,0,0,2
565,LP002833,4467,0.0,120.0,360.0,0.8421985815602837,Y,1,1,0,1,0,0
566,LP002836,3333,0.0,70.0,360.0,1.0,Y,1,0,0,0,0,2
567,LP002837,3400,2500.0,123.0,360.0,0.0,N,1,1,3,0,0,0
568,LP002840,2378,0.0,9.0,360.0,1.0,N,0,0,0,0,0,2
569,LP002841,3166,2064.0,104.0,360.0,0.0,N,1,1,0,0,0,2
570,LP002842,3417,1750.0,186.0,360.0,1.0,Y,1,1,1,0,0,2
571,LP002847,5116,1451.0,165.0,360.0,0.0,N,1,1,0,0,0,2
572,LP002855,16666,0.0,275.0,360.0,1.0,Y,1,1,2,0,0,2
573,LP002862,6125,1625.0,187.0,480.0,1.0,N,1,1,2,1,0,1
574,LP002863,6406,0.0,150.0,360.0,1.0,N,1,1,3,0,0,1
575,LP002868,3159,461.0,108.0,84.0,1.0,Y,1,1,2,0,0,2
576,LP002872,3087,2210.0,136.0,360.0,0.0,N,1,1,0,0,0,1
577,LP002874,3229,2739.0,110.0,360.0,1.0,Y,1,0,0,0,0,2
578,LP002877,1782,2232.0,107.0,360.0,1.0,Y,1,1,1,0,0,0
579,LP002888,3182,2917.0,161.0,360.0,1.0,Y,1,0,0,0,0,2
580,LP002892,6540,0.0,205.0,360.0,1.0,Y,1,1,2,0,0,1
581,LP002893,1836,33837.0,90.0,360.0,1.0,N,1,0,0,0,0,2
582,LP002894,3166,0.0,36.0,360.0,1.0,Y,0,1,0,0,0,1
583,LP002898,1880,0.0,61.0,360.0,0.8421985815602837,N,1,1,1,0,0,0
584,LP002911,2787,1917.0,146.0,360.0,0.0,N,1,1,1,0,0,0
585,LP002912,4283,3000.0,172.0,84.0,1.0,N,1,1,1,0,0,0
586,LP002916,2297,1522.0,104.0,360.0,1.0,Y,1,1,0,0,0,2
587,LP002917,2165,0.0,70.0,360.0,1.0,Y,0,0,0,1,0,1
588,LP002925,4750,0.0,94.0,360.0,1.0,Y,1,0,0,0,0,1
589,LP002926,2726,0.0,106.0,360.0,0.0,N,1,1,2,0,1,1
590,LP002928,3000,3416.0,56.0,180.0,1.0,Y,1,1,0,0,0,1
591,LP002931,6000,0.0,205.0,240.0,1.0,N,1,1,2,0,1,1
592,LP002933,9357,0.0,292.0,360.0,1.0,Y,1,0,3,0,1,1
593,LP002936,3859,3300.0,142.0,180.0,1.0,Y,1,1,0,0,0,0
594,LP002938,16120,0.0,260.0,360.0,1.0,Y,1,1,0,0,1,2
595,LP002940,3833,0.0,110.0,360.0,1.0,Y,1,0,0,1,0,0
596,LP002941,6383,1000.0,187.0,360.0,1.0,N,1,1,2,1,1,0
597,LP002943,2987,0.0,88.0,360.0,0.0,N,1,0,0,0,0,1
598,LP002945,9963,0.0,180.0,360.0,1.0,Y,1,1,0,0,1,0
599,LP002948,5780,0.0,192.0,360.0,1.0,Y,1,1,2,0,0,2
600,LP002949,416,41667.0,350.0,180.0,0.8421985815602837,N,0,0,3,0,0,2
601,LP002950,2894,2792.0,155.0,360.0,1.0,Y,1,1,0,1,0,0
602,LP002953,5703,0.0,128.0,360.0,1.0,Y,1,1,3,0,0,2
603,LP002958,3676,4301.0,172.0,360.0,1.0,Y,1,0,0,0,0,0
604,LP002959,12000,0.0,496.0,360.0,1.0,Y,0,1,1,0,0,1
605,LP002960,2400,3800.0,146.41216216216216,180.0,1.0,N,1,1,0,1,0,2
606,LP002961,3400,2500.0,173.0,360.0,1.0,Y,1,1,1,0,0,1
607,LP002964,3987,1411.0,157.0,360.0,1.0,Y,1,1,2,1,0,0
608,LP002974,3232,1950.0,108.0,360.0,1.0,Y,1,1,0,0,0,0
609,LP002978,2900,0.0,71.0,360.0,1.0,Y,0,0,0,0,0,0
610,LP002979,4106,0.0,40.0,180.0,1.0,Y,1,1,3,0,0,0
611,LP002983,8072,240.0,253.0,360.0,1.0,Y,1,1,1,0,0,2
612,LP002984,7583,0.0,187.0,360.0,1.0,Y,1,1,2,0,0,2
613,LP002990,4583,0.0,133.0,360.0,0.0,N,0,0,0,0,1,1
